STATUS,ASSET_ID,ASSET_NAME,ASSET_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_,SHAREBLDG1,ASSET_GROU,ASSET_GR_1,ASSET_TYPE,ASSET_SUBT,ASSET_SU_1,ASSET_SU_2,CITYOWNED,CITYUSE_DE,OCCUPANT,MAINTAINED,OPA_ID,OPA_OWNER,BLDG_SQFT,BLDG_SQFTU,BLDG_FL,BLDG_YR,SITE_ACRES,SERVING_TY,PCPC_DIST,COUNCIL_DI,EDITNOTE1,EDITNOTE2,EDITDATE,EDITSOURCE,EDITSOUR_1,EDITOR,TBD_PARK,BLDG_AGE,COUNCIL__1,NOT_PUBLIC,URL,SITE_CODE2,LAT,LNG
A,2172,Dickinson Square Playground Basketball Court,1600 E Moyamensing Ave,Dickinson Square, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,781297700,CITY OF PHILA,0.0,0,0,0,0.0,C,South,1.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N, , ,39.927461121622784,-75.15147642765639
A,2173,DiSilvestro Playground Basketball Court,1700 S Broad Street,DiSilvestro Playground, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,782026800,CITY OF PHILA,0.0,0,0,0,0.0,C,South,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=730, ,39.92930082999998,-75.16997845400974
A,2181,"Finnegan, Donald Playground Play Equipment",1231 S 30th Street,Donald Finnegan Playground, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,782839600,CITY OF PHILA,0.0,0,0,0,0.0,C,South,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N, , ,39.93761056385654,-75.19286402699954
A,2182,"Finnegan, Donald Playground Basketball Court",1231 S 30th Street,Donald Finnegan Playground, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,362079255,CITY OF PHILA,0.0,0,0,0,0.0,C,South,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=738, ,39.93759586199172,-75.19263231409614
A,2183,Dorsey Playground Basketball Court 1,6501 Hegerman Street,Dorsey Playground, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=732, ,40.02149482795748,-75.04871652499395
A,2184,Dorsey Playground Play Equipment,6501 Hegerman Street,Dorsey Playground, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,40.02130421100269,-75.04872101006178
A,2185,Dorsey Playground Basketball Court 2,6501 Hegerman Street,Dorsey Playground, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=732, ,40.02145117965405,-75.0484825968095
A,2186,Dorsey Playground Athletic Field,6501 Hegerman Street,Dorsey Playground, ,0, ,A11,A11.3,B3,C3, ,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=732, ,40.02174883597641,-75.04785987873181
A,2187,"Emanuel, Dorthy Recreation Center Athletic Field",8500 Pickering Avenue,Dorthy Emanuel Recreation Center, ,0, ,A11,A11.3,B3,C3, ,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784362600,SCHOOL DISTRICT OF PHILA,0.0,0,0,0,0.0,C,Upper North,9.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,9,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=735, ,40.08184636590467,-75.17623833470319
A,2196,Eastwick Park Fields,7401 Lindbergh Blvd.,Eastwick Park, ,0, ,A11,A11.3,B3,C87, ,Baseball Field,Y,Owned,Public use,PPR,783272800,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Southwest,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N, , ,39.90618236456985,-75.23737269699149
A,2197,Eastwick Park Playground Equipment,7401 Lindbergh Blvd.,Eastwick Park, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,783272800,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Southwest,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N, , ,39.90583265838926,-75.2371882891652
A,2199,Eastwick Regional Park Basketball Court,80th & Mars Place,Eastwick Regional Park, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Southwest,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=734, ,39.904971773704325,-75.25111417171817
A,2200,Eastwick Regional Park Play Equipment,80th & Mars Place,Eastwick Regional Park, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Southwest,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N, , ,39.90514957448324,-75.25024867966675
A,2201,Eastwick Regional Park Tennis Court,80th & Mars Place,Eastwick Regional Park, ,0, ,A11,A11.3,B2,C67, ,Tennis Court,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Southwest,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=734, ,39.90477520245641,-75.25057197581674
A,2202,"Gathers, Hank YAC Playground Equipment",2501-19 W Diamond Street,Hank Gathers YAC, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,784108500,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower North,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N, , ,39.9873426749166,-75.17545097994103
A,2203,"Gathers, Hank YAC Basketball Court",2501-19 W Diamond Street,Hank Gathers YAC, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,784108500,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower North,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=750, ,39.98753314929816,-75.17512144513816
A,2204,"Gathers, Hank YAC Pool",2501-19 W Diamond Street,Hank Gathers YAC, ,0, ,A11,A11.3,B4,C46, ,Pool,Y,Owned,PPR,PPR,784108500,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower North,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=750, ,39.98743073670917,-75.17470074178492
A,2259,Francisville Playground Basketball Court,1737-39 Francis Street,Francisville Playground, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,782184100,CITY OF PHILA,0.0,0,0,0,0.0,C,Central,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=746, ,39.9683807386573,-75.16684819372541
A,2261,Francisville Playground Play Equipment,1737-39 Francis Street,Francisville Playground, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,782184100,CITY OF PHILA,0.0,0,0,0,0.0,C,Central,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N, , ,39.96888934744131,-75.16680561523367
A,2262,"Glavin, Frank Playground Basketball Court",3267-81 Almond Street,Frank Glavin Playground, ,0, ,A11,A11.3,B2,C4, ,Basketball Court,Y,Owned,Public use,PPR,786011800,CITY OF PHILA,0.0,0,0,0,0.0,C,River Wards,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=751, ,39.98652536439822,-75.10149993372919
A,2263,"Glavin, Frank Playground Play Equipment",3267-81 Almond Street,Frank Glavin Playground, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,786011800,CITY OF PHILA,0.0,0,0,0,0.0,C,River Wards,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,39.986622181187585,-75.10131516408534
A,2961,Franklin Square Playground Equipment,639 Race St,Franklin Square, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,781491200,CITY OF PHILA,0.0,0,0,0,0.0,C,Central,1.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N, , ,39.9557496607596,-75.15104663802512
A,2264,Gambrell Recreation Center Athletic Field,1900 Wakeling Street,Gambrell Recreation Center, ,0, ,A11,A11.3,B3,C3, ,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,786550100,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Northeast,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=749, ,40.013533392752656,-75.07636466009501
A,454,Fox Chase Farm Park,Pine Road And Shady Lane,Fox Chase Farm,17406E,0, ,A11,A11.2,B3,C36, ,Neighborhood Park,Y,Owned,Public use,PPR,786435200,CITY OF PHILA,0.0,0,0,0,27.59871482,C,Central Northeast,10.0, , ,2011-04-14 00:00:00, ,, ,0,0,10,N, , ,40.08830797194102,-75.07518670409887
A,2529,Morton Playground Athletic Field,88 E Haines Street,Morton Playground, ,0, ,A11,A11.3,B3,C87, ,Baseball Field,Y,Owned,Public use,PPR,784181200,CITY OF PHILA,0.0,0,0,0,0.0,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N, , ,40.04008993295159,-75.17415907980086
I,2987,Future Police Mounted Unit / McCarthy Stables,98 Chamounix Drive,Chamounix Equestrian Center Building & Police Mtd Unit / McCarthy Stables & Fuel Site 138,11145E,1042,Chamounix Equestrian Center Building,A13,A13.2,B1,C5,D25,Barn\Stables,Y,Owned,Police, , , ,0.0,0,0,0,0.0,M,West Park,4.0, , ,2012-11-13 00:00:00,Police,2012-11-13 00:00:00,mw,0,0,4,N, , ,40.00287488387063,-75.19815888404766
A,3011,Police Forensic Science Center Trailer,843 - 849 N. 8th Street,Police Forensic Science Center, ,0, ,A13,A13.2,B4,C69, ,Laboratory,Y,Owned,POLICE,DPP, , ,0.0,0,0,0,0.0,M,Central,5.0, , ,2013-03-28 00:00:00,DPP,2013-03-20 00:00:00,mw,0,90,5,N, , ,39.96696379628087,-75.1501010666629
A,2900,Winchester Playground,2330 N 15th Street,Winchester Playground, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,161035901,CITY OF PHILA,0.0,0,0,0,0.63114297,C,Lower North,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N, , ,39.988885834513056,-75.15771434572237
A,2901,Waterloo Playground,2502-12 N Howard Street,Waterloo Playground, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,786206400,CITY OF PHILA WATERLOO PK,0.0,0,0,0,0.83373397,C,Lower North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=804, ,39.98845413920922,-75.13290343751382
A,2902,Wissahickon Neighbors Playground,3901 Terrace Street,Wissahickon Neighbors Playground, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,784452000,CITY OF PHILA,0.0,0,0,0,0.40509399,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.02163061331023,-75.21315708832573
A,2903,3rd & Norris Playground,259-73 W Norris Street,3rd & Norris Playground, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,781314200,CITY OF PHILA,0.0,0,0,0,0.232809,C,Lower North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=842, ,39.98112252908459,-75.1393879983167
A,2904,Fitler Square,2301-23 Pine Street,Filter Square, ,0, ,A11,A11.2,B3,C61, ,Square\Plaza,Y,Owned,Public use,PPR,782431100,CITY OF PHILA,0.0,0,0,0,0.72002702,C,Central,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N, , ,39.94760710206195,-75.17983260890429
A,2905,Norris Square Park,7804 Nixon Street,Norris Square, ,0, ,A11,A11.2,B3,C61, ,Square\Plaza,Y,Owned,Public use,PPR,786195800,CITY OF PHILA,0.0,0,0,0,6.40064096,C,Lower North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N, , ,39.98282446213269,-75.13465059439886
R,1224,Horse Trough Park,23rd & South & Graysfr,Horse Trough Park,16338E,0, ,A11,A11.2,B3,C36, ,Neighborhood Park, , ,TBD, , , ,0.0,0,0,0,0.0,C,Central,2.0,Not maintained by PPR. Appears well maintained,PPR review 7/12,2012-09-05 00:00:00,"PCPC survey, PPR review, OPA",2012-08-28 00:00:00,mw,1,0,2,N, , ,39.9453274541194,-75.17963691967888
R,1227,South Street Head House,2nd & Lombard Streets,South Street Head House,17419E,0, ,A11, ,B4,C40, ,Pavilion\Shelter,Y,Owned,Public use,South Street Headhouse District, , ,0.0,0,0,0,0.0,C,Central,1.0,Not maintained by PPR,PPR review 7/12,2012-09-05 00:00:00,"PCPC survey, PPR review, OPA",2012-08-28 00:00:00,mw,1,0,1,N, , ,39.94205063143361,-75.14547804783913
A,1256,Rennard St Pumping Station,11064 Rennard Street,Rennard St Pumping Station,28075E,0, ,A15, ,B1,C76, ,Water Pumping Station,Y,Owned,PWD,PWD, , ,108.0,100,0,0,5.72561979,M,Upper Far Northeast,10.0, , ,2012-05-29 00:00:00,Dept per MDO request,2012-05-25 00:00:00,mw,0,0,10,Y, , ,40.122327258987994,-75.03443223572806
R,1271,57th And Woodbine Plaza,57th & Woodbine Avenue,57th And Woodbine Park,16057E,0, ,A11,A11.2,B3,C61, ,Square\Plaza,Y,Owned,Public use, , , ,0.0,0,0,0,0.0,C,West Park,4.0,Not maintained by PPR. A pedestrian plaza.,PPR review 7/12,2012-09-05 00:00:00,"PCPC survey, PPR review, OPA",2012-08-28 00:00:00,mw,1,0,4,N, , ,39.9904651245023,-75.23805657503395
A,434,Police 7th District,1701 Bowler Street,Police 7th District & Fire Engine 62 / Ladder 34 & Fuel Site 034 & Fuel Site 276,11007E,435,Fire Engine 62/Ladder 34,A13,A13.2,B1,C43, ,Police Station,Y,Owned,POLICE,DPP,786055900,CITY OF PHILA,14438.0,100,3,1966,0.86000001,C,Upper Far Northeast,10.0, , ,2012-06-06 00:00:00,Dept per MDO request. PICA 2007 sqft,2012-05-21 00:00:00,mw,0,47,10,N, , ,40.09088043324818,-75.03195109764478
A,435,Fire Engine 62/Ladder 34,Bustleton Avenue & Bowler Street,Police 7th District & Fire Engine 62 / Ladder 34 & Fuel Site 034 & Fuel Site 276,13062E,434,Police 7th District,A13,A13.1,B1,C14, ,Fire Station,Y,Owned,FIRE,DPP,786055900,CITY OF PHILA,5400.0,100,2,1966,0.85842514,C,Upper Far Northeast,10.0, , ,2012-06-06 00:00:00,Dept per MDO request. PICA 2007 sqft,2012-05-15 00:00:00,mw,0,47,10,N, , ,40.09113475562583,-75.0322774790856
R,450,2731 Latona Street Park,2731 Latona Street,2731 Latona Street Park,16379E,0, ,A10,A11.2,B3,C36, ,Neighborhood Park,N,Other, , ,362056705,RICHARDSON BETTY,0.0,0,0,0,0.01567952,C,South,2.0,Privately owned. Not maintained by PPR,PPR review 7/12,2012-07-17 00:00:00,"PCPC survey, PPR review, OPA",,mw,1,0,2,N, , ,39.93784845676901,-75.18963495875762
R,459,642-44 N Sickles Street Park,642 N Sickles St,642-44 N Sickles Street Park,16555E,0, ,A10,A11.2,B3,C36,D20,Neighborhood Park,Y,Owned,Public use, ,041155650,CITY OF PHILA,0.0,0,0,0,0.01570247,C,West,4.0,Vacant,PPR review 7/12,2012-07-17 00:00:00,"PCPC survey, PPR review, OPA",,mw,1,0,4,N, , ,39.970094406908935,-75.2301039745731
R,462,1615 Parrish Street Park,1615-17 Parrish Street,1615 Parrish Street Park,16480E,0, ,A10,A11.2,B3,C36,D20,Neighborhood Park,Y,Owned,Public use, ,152288910,RAMIERZ LUZ,0.0,0,0,2000,0.01976584,C,Central,5.0,Vacant,PPR review 7/12,2012-07-17 00:00:00,"PCPC survey, PPR review, OPA",,mw,1,13,5,N, , ,39.96905835885903,-75.1638484574267
R,466,5718-20 Haddington Lane Park,5718-20 Haddington Lane,5718-20 Haddington Lane Park,16309E,0, ,A10,A11.2,B3,C36,D20,Neighborhood Park,Y,Owned,Public use, ,043223450,CITY OF PHILA,0.0,0,0,0,0.01689623,C,West,4.0,"Vacant. No building.  Capital Budget funded FY00-10 HVAC, plumbing, elec",PPR review 7/12,2012-07-17 00:00:00,"PCPC survey, PPR review, OPA",,mw,1,0,4,N, , ,39.97800626899165,-75.23649837520628
R,525,2743 Latona Street Park,2743 Latona Street,2743 Latona Street Park,16380E,0, ,A10,A11.2,B3,C36, ,Neighborhood Park,Y,Owned,Public use, ,362057305,CITY OF PHILA,0.0,0,0,0,0.0157943,C,South,2.0,"Parking, 2-small pieces of playground equip",PPR review 7/12,2012-07-17 00:00:00,"PCPC survey, PPR review, OPA",,mw,1,0,2,N, , ,39.93788363427332,-75.18991553371582
A,2958,Parkside-Evans Recreation Center Playground Equipment,5301 Parkside Ave,Parkside-Evans Recreation Center, ,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR, , ,0.0,0,0,0,0.0,C,West Park,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,39.98252940440565,-75.226403367971
A,2959,Penn Treaty Playground Equipment,Columbia Avenue And Beach Street,Penn Treaty Park,16001E,0, ,A11,A11.3,B2,C42, ,Playground Equipment,Y,Owned,Public use,PPR,781007200,CITY OF PHILA,0.0,0,0,0,0.0,C,River Wards,1.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N, , ,39.966645376865394,-75.12818548605708
A,2876,Wissahickon Hall Shed,3600 LINCOLN DR,Wissahickon Valley Park, ,0, ,A11, ,B1,C65, ,Shed,Y,Owned,Public use,PPR, , ,0.0,0,0,0,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.01719023822532,-75.20205636192355
A,2877,Alberta Morris Pool,11000 Academy Rd,Walton Run, ,0, ,A11,A11.3,B4,C46, ,Pool,Y,Owned,PPR,PPR, , ,0.0,0,0,1970,0.0,C,Lower Far Northeast,10.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,43,10,N, , ,40.08549243151029,-74.98849446718019
A,2962,FDR Ashburn Ballfield 1,3780 FDR Pky,FDR Park & Golf Course, ,0, ,A11,A11.3,B3,C87, ,Baseball Field,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower South,2.0, , ,2012-09-11 00:00:00,PPR Data,2012-08-27 00:00:00,mw,0,0,2,N, , ,39.90067802527107,-75.18127597691516
A,2880,Water Works,Water Works Drive,Water Works,28099E,0, ,A11, ,B3,C79, ,Watershed\Conservation Park,Y,Owned,Public use,PPR, , ,0.0,0,0,0,0.0,C,Central,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N, , ,39.9662567942297,-75.1832409067702
A,791,Older Adult Center - Juniata Park,1231 E Sedgley Avenue,Juniata Park Older Adult Center,16465E,0, ,A11,A11.3,B1,C38, ,Older Adult Center,Y,Owned,PPR,PPR,786487500,CITY OF PHILA,13000.0,0,1,0,2.516149,C,North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N, , ,40.00363931377656,-75.10441689777055
A,797,30th & Jefferson Playground,3001-15 Jefferson Street,30th & Jefferson Playground,16041E,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,782273200,CITY OF PHILA,0.0,0,0,0,1.20644295,C,Lower North,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=707, ,39.979599127231495,-75.18449426593143
A,799,Webb St Play Lot,2536-40 Webb Street,Webb Street Play Lot,16542E,0, ,A11,A11.2,B3,C36, ,Neighborhood Park,Y,Owned,Public use,PPR,312150201,CITY OF PHILA,0.0,0,0,0,0.06782799,C,River Wards,1.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N, , ,39.97658299037268,-75.11816969821889
A,800,Waterview Recreation Center Building,5826 Mcmahon Street,Waterview Recreation Center,16616E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,784246500,CITY OF PHILA,18039.0,0,3,0,0.0,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=849, ,40.04529872024091,-75.16839440969375
A,803,Gorgas Park,6300 Ridge Avenue,Gorgas Park,16295E,0, ,A11,A11.2,B3,C36, ,Neighborhood Park,Y,Owned,Public use,PPR,784378150,CITY OF PHILA,0.0,0,0,0,21.07394027,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.03651530882245,-75.22163886583719
A,596,Police 26th District,611-17 E. Girard Avenue,Police 26th District & Fuel Site 013,11026E,0, ,A13,A13.2,B1,C43, ,Police Station,Y,Owned,POLICE,DPP,781142000,CITY OF PHILA,10400.0,100,2,1950,0.12999999,C,River Wards,5.0, , ,2012-06-06 00:00:00,Dept per MDO request. PICA 2007 sqft,2012-05-21 00:00:00,mw,0,63,5,N, , ,39.97178638933936,-75.12675887587157
A,627,Parking Lot - 3001-55 Martha St,3001-55 Martha Street,Parking Lot - 3001-55 Martha St,20403E,0, ,A17, ,B3,C39, ,Parking Lot,Y,Owned,Public use,PPA,252423201,CITY OF PHILA,0.0,0,0,0,0.63071626,C,River Wards,1.0, , ,2011-06-21 00:00:00,DPP Fixed Asset List,2011-07-01 00:00:00, ,0,0,1,N, , ,39.98935017041746,-75.11281220417096
A,1531,Mcilvain Playground Concessions Building,5200 Penn Street,McIlvain Playground, ,0, ,A11, ,B1,C10, ,Concessions\Retail\Cafe,Y,Owned,PPR,PPR,786425800,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Northeast,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,40.023873083509436,-75.08012460650761
A,1532,Loudoun Mansion Caretakers Residence Building,4650 Germantown Ave,Loudoun Park, ,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,785237600,CITY OF PHILA T/F U/W,0.0,0,0,0,0.0,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N, , ,40.02581118014686,-75.16108552361948
A,1533,Guard Box at Blue Stone Bridge,5490 Wissahickon Dr,Wissahickon Valley Park, ,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR, , ,0.0,0,0,0,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.02820314969474,-75.19818690950528
A,1564,Manatawna Farm Barn,844 Manatawna Rd,Manatawna Farm, ,0, ,A11, ,B1,C5, ,Barn\Stables,N,UA,PPR,PPR, ,SCHUYLKILL VALLEY NATURE CENTER,0.0,0,0,0,0.0,C,Lower Northwest,4.0,"City managed, not owned", ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.0563893501001,-75.25962394088441
A,1565,Manatawna Farm Storage Shed,844 Manatawna Rd,Manatawna Farm, ,0, ,A11, ,B4,C65, ,Shed,N,UA,PPR,PPR, ,SCHUYLKILL VALLEY NATURE CENTER,0.0,0,0,0,0.0,C,Lower Northwest,4.0,"City managed, not owned", ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.05695407219078,-75.26009120765963
A,1567,Glen Foerd Cottage,5001 Grant Ave,Glen Foerd, ,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,786166200,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,40.05230743806142,-74.97998808314823
A,1568,Glen Foerd Gate House,5001 Grant Ave,Glen Foerd, ,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,Public use,PPR,786166200,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,40.05258109214288,-74.98202829046225
A,1569,Glen Foerd Water Tower,5001 Grant Ave,Glen Foerd, ,0, ,A11, ,B4,C21, ,Historic House\Site,Y,Owned,Public use,PPR,786166200,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,40.0527123252368,-74.98026412679695
A,1580,Axe Factory Office-northeast Philly Building,8605 E Roosevelt Blv,Pennypack Creek Park, ,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,Public use,PPR, , ,0.0,0,0,0,0.0,C,Central Northeast,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,40.066649409065114,-75.03980803665617
